OBJECTID,ISO_CODE,COUNTRY_NAME,Date_epicrv,NewCase,TotalCase,NewDeath,TotalDeath
2484,CZE,Czechia,2020-04-22T00:00:00.000Z,127,7041,5,201
2485,CZE,Czechia,2020-04-23T00:00:00.000Z,0,7041,0,201
2486,COD,Democratic Republic of the Congo,2020-03-11T00:00:00.000Z,1,1,0,0
2487,COD,Democratic Republic of the Congo,2020-03-12T00:00:00.000Z,0,1,0,0
2488,COD,Democratic Republic of the Congo,2020-03-13T00:00:00.000Z,0,1,0,0
2489,COD,Democratic Republic of the Congo,2020-03-14T00:00:00.000Z,1,2,0,0
2490,COD,Democratic Republic of the Congo,2020-03-15T00:00:00.000Z,0,2,0,0
2491,COD,Democratic Republic of the Congo,2020-03-16T00:00:00.000Z,0,2,0,0
2492,COD,Democratic Republic of the Congo,2020-03-17T00:00:00.000Z,1,3,0,0
2493,COD,Democratic Republic of the Congo,2020-03-18T00:00:00.000Z,4,7,0,0
2494,COD,Democratic Republic of the Congo,2020-03-19T00:00:00.000Z,7,14,0,0
2495,COD,Democratic Republic of the Congo,2020-03-20T00:00:00.000Z,0,14,0,0
2496,COD,Democratic Republic of the Congo,2020-03-21T00:00:00.000Z,9,23,1,1
2497,COD,Democratic Republic of the Congo,2020-03-22T00:00:00.000Z,0,23,0,1
2498,COD,Democratic Republic of the Congo,2020-03-23T00:00:00.000Z,7,30,1,2
2499,COD,Democratic Republic of the Congo,2020-03-24T00:00:00.000Z,6,36,0,2
2500,COD,Democratic Republic of the Congo,2020-03-25T00:00:00.000Z,9,45,0,2
2501,COD,Democratic Republic of the Congo,2020-03-26T00:00:00.000Z,6,51,1,3
2502,COD,Democratic Republic of the Congo,2020-03-27T00:00:00.000Z,3,54,1,4
2503,COD,Democratic Republic of the Congo,2020-03-28T00:00:00.000Z,4,58,1,5
2504,COD,Democratic Republic of the Congo,2020-03-29T00:00:00.000Z,10,68,1,6
2505,COD,Democratic Republic of the Congo,2020-03-30T00:00:00.000Z,13,81,2,8
2506,COD,Democratic Republic of the Congo,2020-03-31T00:00:00.000Z,17,98,0,8
2507,COD,Democratic Republic of the Congo,2020-04-01T00:00:00.000Z,11,109,1,9
2508,COD,Democratic Republic of the Congo,2020-04-02T00:00:00.000Z,14,123,2,11
2509,COD,Democratic Republic of the Congo,2020-04-03T00:00:00.000Z,11,134,2,13
2510,COD,Democratic Republic of the Congo,2020-04-04T00:00:00.000Z,14,148,3,16
2511,COD,Democratic Republic of the Congo,2020-04-05T00:00:00.000Z,0,148,0,16
2512,COD,Democratic Republic of the Congo,2020-04-06T00:00:00.000Z,13,161,2,18
2513,COD,Democratic Republic of the Congo,2020-04-07T00:00:00.000Z,0,161,0,18
2514,COD,Democratic Republic of the Congo,2020-04-08T00:00:00.000Z,22,183,2,20
2515,COD,Democratic Republic of the Congo,2020-04-09T00:00:00.000Z,24,207,0,20
2516,COD,Democratic Republic of the Congo,2020-04-10T00:00:00.000Z,8,215,0,20
2517,COD,Democratic Republic of the Congo,2020-04-11T00:00:00.000Z,0,215,0,20
2518,COD,Democratic Republic of the Congo,2020-04-12T00:00:00.000Z,8,223,0,20
2519,COD,Democratic Republic of the Congo,2020-04-13T00:00:00.000Z,12,235,0,20
2520,COD,Democratic Republic of the Congo,2020-04-14T00:00:00.000Z,6,241,0,20
2521,COD,Democratic Republic of the Congo,2020-04-15T00:00:00.000Z,13,254,1,21
2522,COD,Democratic Republic of the Congo,2020-04-16T00:00:00.000Z,13,267,1,22
2523,COD,Democratic Republic of the Congo,2020-04-17T00:00:00.000Z,20,287,1,23
2524,COD,Democratic Republic of the Congo,2020-04-18T00:00:00.000Z,0,287,0,23
2525,COD,Democratic Republic of the Congo,2020-04-19T00:00:00.000Z,40,327,2,25
2526,COD,Democratic Republic of the Congo,2020-04-20T00:00:00.000Z,5,332,0,25
2527,COD,Democratic Republic of the Congo,2020-04-21T00:00:00.000Z,18,350,0,25
2528,COD,Democratic Republic of the Congo,2020-04-22T00:00:00.000Z,9,359,0,25
2529,COD,Democratic Republic of the Congo,2020-04-23T00:00:00.000Z,0,359,0,25
2530,DNK,Denmark,2020-02-27T00:00:00.000Z,1,1,0,0
2531,DNK,Denmark,2020-02-28T00:00:00.000Z,1,2,0,0
2532,DNK,Denmark,2020-02-29T00:00:00.000Z,1,3,0,0
2533,DNK,Denmark,2020-03-01T00:00:00.000Z,1,4,0,0
2534,DNK,Denmark,2020-03-02T00:00:00.000Z,1,5,0,0
2535,DNK,Denmark,2020-03-03T00:00:00.000Z,3,8,0,0
2536,DNK,Denmark,2020-03-04T00:00:00.000Z,2,10,0,0
2537,DNK,Denmark,2020-03-05T00:00:00.000Z,8,18,0,0
2538,DNK,Denmark,2020-03-06T00:00:00.000Z,5,23,0,0
2539,DNK,Denmark,2020-03-07T00:00:00.000Z,8,31,0,0
2540,DNK,Denmark,2020-03-08T00:00:00.000Z,5,36,0,0
2541,DNK,Denmark,2020-03-09T00:00:00.000Z,54,90,0,0
2542,DNK,Denmark,2020-03-10T00:00:00.000Z,172,262,0,0
2543,DNK,Denmark,2020-03-11T00:00:00.000Z,276,538,0,0
2544,DNK,Denmark,2020-03-12T00:00:00.000Z,136,674,0,0
2545,DNK,Denmark,2020-03-13T00:00:00.000Z,127,801,0,0
2546,DNK,Denmark,2020-03-14T00:00:00.000Z,26,827,0,0
2547,DNK,Denmark,2020-03-15T00:00:00.000Z,37,864,1,1
2548,DNK,Denmark,2020-03-16T00:00:00.000Z,34,898,0,1
2549,DNK,Denmark,2020-03-17T00:00:00.000Z,79,977,3,4
2550,DNK,Denmark,2020-03-18T00:00:00.000Z,67,1044,0,4
2551,DNK,Denmark,2020-03-19T00:00:00.000Z,88,1132,2,6
2552,DNK,Denmark,2020-03-20T00:00:00.000Z,123,1255,3,9
2553,DNK,Denmark,2020-03-21T00:00:00.000Z,71,1326,4,13
2554,DNK,Denmark,2020-03-22T00:00:00.000Z,0,1326,0,13
2555,DNK,Denmark,2020-03-23T00:00:00.000Z,69,1395,0,13
2556,DNK,Denmark,2020-03-24T00:00:00.000Z,65,1460,11,24
2557,DNK,Denmark,2020-03-25T00:00:00.000Z,131,1591,8,32
2558,DNK,Denmark,2020-03-26T00:00:00.000Z,133,1724,2,34
2559,DNK,Denmark,2020-03-27T00:00:00.000Z,153,1877,7,41
2560,DNK,Denmark,2020-03-28T00:00:00.000Z,169,2046,11,52
2561,DNK,Denmark,2020-03-29T00:00:00.000Z,155,2201,13,65
2562,DNK,Denmark,2020-03-30T00:00:00.000Z,194,2395,7,72
2563,DNK,Denmark,2020-03-31T00:00:00.000Z,182,2577,5,77
2564,DNK,Denmark,2020-04-01T00:00:00.000Z,283,2860,13,90
2565,DNK,Denmark,2020-04-02T00:00:00.000Z,247,3107,14,104
2566,DNK,Denmark,2020-04-03T00:00:00.000Z,279,3386,19,123
2567,DNK,Denmark,2020-04-04T00:00:00.000Z,371,3757,16,139
2568,DNK,Denmark,2020-04-05T00:00:00.000Z,320,4077,22,161
2569,DNK,Denmark,2020-04-06T00:00:00.000Z,292,4369,18,179
2570,DNK,Denmark,2020-04-07T00:00:00.000Z,312,4681,8,187
2571,DNK,Denmark,2020-04-08T00:00:00.000Z,390,5071,16,203
2572,DNK,Denmark,2020-04-09T00:00:00.000Z,331,5402,15,218
2573,DNK,Denmark,2020-04-10T00:00:00.000Z,233,5635,19,237
2574,DNK,Denmark,2020-04-11T00:00:00.000Z,184,5819,10,247
2575,DNK,Denmark,2020-04-12T00:00:00.000Z,177,5996,13,260
2576,DNK,Denmark,2020-04-13T00:00:00.000Z,178,6174,13,273
2577,DNK,Denmark,2020-04-14T00:00:00.000Z,144,6318,12,285
2578,DNK,Denmark,2020-04-15T00:00:00.000Z,193,6511,14,299
2579,DNK,Denmark,2020-04-16T00:00:00.000Z,170,6681,10,309
2580,DNK,Denmark,2020-04-17T00:00:00.000Z,198,6879,12,321
2581,DNK,Denmark,2020-04-18T00:00:00.000Z,194,7073,15,336
2582,DNK,Denmark,2020-04-19T00:00:00.000Z,169,7242,10,346
2583,DNK,Denmark,2020-04-20T00:00:00.000Z,142,7384,9,355
2584,DNK,Denmark,2020-04-21T00:00:00.000Z,131,7515,9,364
2585,DNK,Denmark,2020-04-22T00:00:00.000Z,180,7695,6,370
2586,DNK,Denmark,2020-04-23T00:00:00.000Z,0,7695,0,370
2587,DJI,Djibouti,2020-03-18T00:00:00.000Z,1,1,0,0
2588,DJI,Djibouti,2020-03-19T00:00:00.000Z,0,1,0,0
2589,DJI,Djibouti,2020-03-20T00:00:00.000Z,0,1,0,0
2590,DJI,Djibouti,2020-03-21T00:00:00.000Z,0,1,0,0
2591,DJI,Djibouti,2020-03-22T00:00:00.000Z,0,1,0,0
2592,DJI,Djibouti,2020-03-23T00:00:00.000Z,2,3,0,0
2593,DJI,Djibouti,2020-03-24T00:00:00.000Z,0,3,0,0
2594,DJI,Djibouti,2020-03-25T00:00:00.000Z,9,12,0,0
2595,DJI,Djibouti,2020-03-26T00:00:00.000Z,0,12,0,0
2596,DJI,Djibouti,2020-03-27T00:00:00.000Z,1,13,0,0
2597,DJI,Djibouti,2020-03-28T00:00:00.000Z,2,15,0,0
2598,DJI,Djibouti,2020-03-29T00:00:00.000Z,4,19,0,0
2599,DJI,Djibouti,2020-03-30T00:00:00.000Z,7,26,0,0
2600,DJI,Djibouti,2020-03-31T00:00:00.000Z,5,31,0,0
2601,DJI,Djibouti,2020-04-01T00:00:00.000Z,3,34,0,0
2602,DJI,Djibouti,2020-04-02T00:00:00.000Z,7,41,0,0
2603,DJI,Djibouti,2020-04-03T00:00:00.000Z,9,50,0,0
2604,DJI,Djibouti,2020-04-04T00:00:00.000Z,1,51,0,0
2605,DJI,Djibouti,2020-04-05T00:00:00.000Z,8,59,0,0
2606,DJI,Djibouti,2020-04-06T00:00:00.000Z,31,90,0,0
2607,DJI,Djibouti,2020-04-07T00:00:00.000Z,31,121,0,0
2608,DJI,Djibouti,2020-04-08T00:00:00.000Z,14,135,0,0
2609,DJI,Djibouti,2020-04-09T00:00:00.000Z,5,140,1,1
2610,DJI,Djibouti,2020-04-10T00:00:00.000Z,10,150,0,1
2611,DJI,Djibouti,2020-04-11T00:00:00.000Z,37,187,1,2
2612,DJI,Djibouti,2020-04-12T00:00:00.000Z,28,215,0,2
2613,DJI,Djibouti,2020-04-13T00:00:00.000Z,83,298,0,2
2614,DJI,Djibouti,2020-04-14T00:00:00.000Z,65,363,0,2
2615,DJI,Djibouti,2020-04-15T00:00:00.000Z,72,435,0,2
2616,DJI,Djibouti,2020-04-16T00:00:00.000Z,156,591,0,2
2617,DJI,Djibouti,2020-04-17T00:00:00.000Z,141,732,0,2
2618,DJI,Djibouti,2020-04-18T00:00:00.000Z,0,732,0,2
2619,DJI,Djibouti,2020-04-19T00:00:00.000Z,0,732,0,2
2620,DJI,Djibouti,2020-04-20T00:00:00.000Z,114,846,0,2
2621,DJI,Djibouti,2020-04-21T00:00:00.000Z,99,945,0,2
2622,DJI,Djibouti,2020-04-22T00:00:00.000Z,29,974,0,2
2623,DJI,Djibouti,2020-04-23T00:00:00.000Z,0,974,0,2
2624,DMA,Dominica,2020-03-24T00:00:00.000Z,2,2,0,0
2625,DMA,Dominica,2020-03-25T00:00:00.000Z,0,2,0,0
2626,DMA,Dominica,2020-03-26T00:00:00.000Z,9,11,0,0
2627,DMA,Dominica,2020-03-27T00:00:00.000Z,0,11,0,0
2628,DMA,Dominica,2020-03-28T00:00:00.000Z,0,11,0,0
2629,DMA,Dominica,2020-03-29T00:00:00.000Z,0,11,0,0
2630,DMA,Dominica,2020-03-30T00:00:00.000Z,0,11,0,0
2631,DMA,Dominica,2020-03-31T00:00:00.000Z,0,11,0,0
2632,DMA,Dominica,2020-04-01T00:00:00.000Z,0,11,0,0
2633,DMA,Dominica,2020-04-02T00:00:00.000Z,0,11,0,0
2634,DMA,Dominica,2020-04-03T00:00:00.000Z,0,11,0,0
2635,DMA,Dominica,2020-04-04T00:00:00.000Z,0,11,0,0
2636,DMA,Dominica,2020-04-05T00:00:00.000Z,0,11,0,0
2637,DMA,Dominica,2020-04-06T00:00:00.000Z,0,11,0,0
2638,DMA,Dominica,2020-04-07T00:00:00.000Z,3,14,0,0
2639,DMA,Dominica,2020-04-08T00:00:00.000Z,1,15,0,0
2640,DMA,Dominica,2020-04-09T00:00:00.000Z,0,15,0,0
2641,DMA,Dominica,2020-04-10T00:00:00.000Z,0,15,0,0
2642,DMA,Dominica,2020-04-11T00:00:00.000Z,1,16,0,0
2643,DMA,Dominica,2020-04-12T00:00:00.000Z,0,16,0,0
2644,DMA,Dominica,2020-04-13T00:00:00.000Z,0,16,0,0
2645,DMA,Dominica,2020-04-14T00:00:00.000Z,0,16,0,0
2646,DMA,Dominica,2020-04-15T00:00:00.000Z,0,16,0,0
2647,DMA,Dominica,2020-04-16T00:00:00.000Z,0,16,0,0
2648,DMA,Dominica,2020-04-17T00:00:00.000Z,0,16,0,0
2649,DMA,Dominica,2020-04-18T00:00:00.000Z,0,16,0,0
2650,DMA,Dominica,2020-04-19T00:00:00.000Z,0,16,0,0
2651,DMA,Dominica,2020-04-20T00:00:00.000Z,0,16,0,0
2652,DMA,Dominica,2020-04-21T00:00:00.000Z,0,16,0,0
2653,DMA,Dominica,2020-04-22T00:00:00.000Z,0,16,0,0
2654,DMA,Dominica,2020-04-23T00:00:00.000Z,0,16,0,0
2655,DOM,Dominican Republic,2020-03-02T00:00:00.000Z,1,1,0,0
2656,DOM,Dominican Republic,2020-03-03T00:00:00.000Z,0,1,0,0
2657,DOM,Dominican Republic,2020-03-04T00:00:00.000Z,0,1,0,0
2658,DOM,Dominican Republic,2020-03-05T00:00:00.000Z,0,1,0,0
2659,DOM,Dominican Republic,2020-03-06T00:00:00.000Z,0,1,0,0
2660,DOM,Dominican Republic,2020-03-07T00:00:00.000Z,0,1,0,0
2661,DOM,Dominican Republic,2020-03-08T00:00:00.000Z,0,1,0,0
2662,DOM,Dominican Republic,2020-03-09T00:00:00.000Z,0,1,0,0
2663,DOM,Dominican Republic,2020-03-10T00:00:00.000Z,4,5,0,0
2664,DOM,Dominican Republic,2020-03-11T00:00:00.000Z,0,5,0,0
2665,DOM,Dominican Republic,2020-03-12T00:00:00.000Z,0,5,0,0
2666,DOM,Dominican Republic,2020-03-13T00:00:00.000Z,0,5,0,0
2667,DOM,Dominican Republic,2020-03-14T00:00:00.000Z,0,5,0,0
2668,DOM,Dominican Republic,2020-03-15T00:00:00.000Z,0,5,0,0
2669,DOM,Dominican Republic,2020-03-16T00:00:00.000Z,0,5,0,0
2670,DOM,Dominican Republic,2020-03-17T00:00:00.000Z,16,21,1,1
2671,DOM,Dominican Republic,2020-03-18T00:00:00.000Z,0,21,0,1
2672,DOM,Dominican Republic,2020-03-19T00:00:00.000Z,13,34,1,2
2673,DOM,Dominican Republic,2020-03-20T00:00:00.000Z,38,72,0,2
2674,DOM,Dominican Republic,2020-03-21T00:00:00.000Z,0,72,0,2
2675,DOM,Dominican Republic,2020-03-22T00:00:00.000Z,0,72,0,2
2676,DOM,Dominican Republic,2020-03-23T00:00:00.000Z,0,72,0,2
2677,DOM,Dominican Republic,2020-03-24T00:00:00.000Z,240,312,4,6
2678,DOM,Dominican Republic,2020-03-25T00:00:00.000Z,0,312,0,6
2679,DOM,Dominican Republic,2020-03-26T00:00:00.000Z,176,488,4,10
2680,DOM,Dominican Republic,2020-03-27T00:00:00.000Z,0,488,0,10
2681,DOM,Dominican Republic,2020-03-28T00:00:00.000Z,93,581,10,20
2682,DOM,Dominican Republic,2020-03-29T00:00:00.000Z,0,581,0,20
2683,DOM,Dominican Republic,2020-03-30T00:00:00.000Z,0,581,0,20
2684,DOM,Dominican Republic,2020-03-31T00:00:00.000Z,320,901,22,42
2685,DOM,Dominican Republic,2020-04-01T00:00:00.000Z,208,1109,9,51
2686,DOM,Dominican Republic,2020-04-02T00:00:00.000Z,175,1284,6,57
2687,DOM,Dominican Republic,2020-04-03T00:00:00.000Z,96,1380,3,60
2688,DOM,Dominican Republic,2020-04-04T00:00:00.000Z,108,1488,8,68
2689,DOM,Dominican Republic,2020-04-05T00:00:00.000Z,0,1488,0,68
2690,DOM,Dominican Republic,2020-04-06T00:00:00.000Z,0,1488,0,68
2691,DOM,Dominican Republic,2020-04-07T00:00:00.000Z,340,1828,18,86
2692,DOM,Dominican Republic,2020-04-08T00:00:00.000Z,128,1956,12,98
2693,DOM,Dominican Republic,2020-04-09T00:00:00.000Z,0,1956,0,98
2694,DOM,Dominican Republic,2020-04-10T00:00:00.000Z,393,2349,20,118
2695,DOM,Dominican Republic,2020-04-11T00:00:00.000Z,0,2349,0,118
2696,DOM,Dominican Republic,2020-04-12T00:00:00.000Z,271,2620,8,126
2697,DOM,Dominican Republic,2020-04-13T00:00:00.000Z,347,2967,47,173
2698,DOM,Dominican Republic,2020-04-14T00:00:00.000Z,200,3167,4,177
2699,DOM,Dominican Republic,2020-04-15T00:00:00.000Z,119,3286,6,183
2700,DOM,Dominican Republic,2020-04-16T00:00:00.000Z,328,3614,6,189
2701,DOM,Dominican Republic,2020-04-17T00:00:00.000Z,141,3755,7,196
2702,DOM,Dominican Republic,2020-04-18T00:00:00.000Z,371,4126,4,200
2703,DOM,Dominican Republic,2020-04-19T00:00:00.000Z,209,4335,17,217
2704,DOM,Dominican Republic,2020-04-20T00:00:00.000Z,345,4680,9,226
2705,DOM,Dominican Republic,2020-04-21T00:00:00.000Z,284,4964,9,235
2706,DOM,Dominican Republic,2020-04-22T00:00:00.000Z,80,5044,10,245
2707,DOM,Dominican Republic,2020-04-23T00:00:00.000Z,256,5300,15,260
2708,ECU,Ecuador,2020-02-29T00:00:00.000Z,1,1,0,0
2709,ECU,Ecuador,2020-03-01T00:00:00.000Z,0,1,0,0
2710,ECU,Ecuador,2020-03-02T00:00:00.000Z,5,6,0,0
2711,ECU,Ecuador,2020-03-03T00:00:00.000Z,1,7,0,0
2712,ECU,Ecuador,2020-03-04T00:00:00.000Z,0,7,0,0
2713,ECU,Ecuador,2020-03-05T00:00:00.000Z,6,13,0,0
2714,ECU,Ecuador,2020-03-06T00:00:00.000Z,0,13,0,0
2715,ECU,Ecuador,2020-03-07T00:00:00.000Z,1,14,0,0
2716,ECU,Ecuador,2020-03-08T00:00:00.000Z,0,14,0,0
2717,ECU,Ecuador,2020-03-09T00:00:00.000Z,1,15,0,0
2718,ECU,Ecuador,2020-03-10T00:00:00.000Z,0,15,0,0
2719,ECU,Ecuador,2020-03-11T00:00:00.000Z,0,15,0,0
2720,ECU,Ecuador,2020-03-12T00:00:00.000Z,2,17,0,0
2721,ECU,Ecuador,2020-03-13T00:00:00.000Z,6,23,0,0
2722,ECU,Ecuador,2020-03-14T00:00:00.000Z,0,23,0,0
2723,ECU,Ecuador,2020-03-15T00:00:00.000Z,0,23,0,0
2724,ECU,Ecuador,2020-03-16T00:00:00.000Z,14,37,2,2
2725,ECU,Ecuador,2020-03-17T00:00:00.000Z,21,58,0,2
2726,ECU,Ecuador,2020-03-18T00:00:00.000Z,97,155,0,2
2727,ECU,Ecuador,2020-03-19T00:00:00.000Z,44,199,1,3
2728,ECU,Ecuador,2020-03-20T00:00:00.000Z,168,367,2,5
2729,ECU,Ecuador,2020-03-21T00:00:00.000Z,139,506,2,7
2730,ECU,Ecuador,2020-03-22T00:00:00.000Z,0,506,0,7
2731,ECU,Ecuador,2020-03-23T00:00:00.000Z,26,532,0,7
2732,ECU,Ecuador,2020-03-24T00:00:00.000Z,517,1049,1,8
2733,ECU,Ecuador,2020-03-25T00:00:00.000Z,0,1049,0,8
2734,ECU,Ecuador,2020-03-26T00:00:00.000Z,162,1211,0,8
2735,ECU,Ecuador,2020-03-27T00:00:00.000Z,0,1211,0,8
2736,ECU,Ecuador,2020-03-28T00:00:00.000Z,384,1595,0,8
2737,ECU,Ecuador,2020-03-29T00:00:00.000Z,228,1823,0,8
2738,ECU,Ecuador,2020-03-30T00:00:00.000Z,12,1835,0,8
2739,ECU,Ecuador,2020-03-31T00:00:00.000Z,127,1962,0,8
2740,ECU,Ecuador,2020-04-01T00:00:00.000Z,278,2240,0,8
2741,ECU,Ecuador,2020-04-02T00:00:00.000Z,132,2372,71,79
2742,ECU,Ecuador,2020-04-03T00:00:00.000Z,791,3163,41,120
2743,ECU,Ecuador,2020-04-04T00:00:00.000Z,0,3163,0,120
2744,ECU,Ecuador,2020-04-05T00:00:00.000Z,302,3465,52,172
2745,ECU,Ecuador,2020-04-06T00:00:00.000Z,0,3465,0,172
2746,ECU,Ecuador,2020-04-07T00:00:00.000Z,282,3747,19,191
2747,ECU,Ecuador,2020-04-08T00:00:00.000Z,0,3747,0,191
2748,ECU,Ecuador,2020-04-09T00:00:00.000Z,703,4450,51,242
2749,ECU,Ecuador,2020-04-10T00:00:00.000Z,515,4965,30,272
2750,ECU,Ecuador,2020-04-11T00:00:00.000Z,2196,7161,25,297
2751,ECU,Ecuador,2020-04-12T00:00:00.000Z,96,7257,18,315
2752,ECU,Ecuador,2020-04-13T00:00:00.000Z,209,7466,18,333
2753,ECU,Ecuador,2020-04-14T00:00:00.000Z,63,7529,22,355
2754,ECU,Ecuador,2020-04-15T00:00:00.000Z,74,7603,14,369
2755,ECU,Ecuador,2020-04-16T00:00:00.000Z,255,7858,19,388
2756,ECU,Ecuador,2020-04-17T00:00:00.000Z,367,8225,15,403
2757,ECU,Ecuador,2020-04-18T00:00:00.000Z,225,8450,18,421
2758,ECU,Ecuador,2020-04-19T00:00:00.000Z,572,9022,35,456
2759,ECU,Ecuador,2020-04-20T00:00:00.000Z,446,9468,18,474
2760,ECU,Ecuador,2020-04-21T00:00:00.000Z,660,10128,33,507
2761,ECU,Ecuador,2020-04-22T00:00:00.000Z,270,10398,13,520
2762,ECU,Ecuador,2020-04-23T00:00:00.000Z,452,10850,17,537
2763,EGY,Egypt,2020-02-14T00:00:00.000Z,1,1,0,0
2764,EGY,Egypt,2020-02-15T00:00:00.000Z,0,1,0,0
2765,EGY,Egypt,2020-02-16T00:00:00.000Z,0,1,0,0
2766,EGY,Egypt,2020-02-17T00:00:00.000Z,0,1,0,0
2767,EGY,Egypt,2020-02-18T00:00:00.000Z,0,1,0,0
2768,EGY,Egypt,2020-02-19T00:00:00.000Z,0,1,0,0
2769,EGY,Egypt,2020-02-20T00:00:00.000Z,0,1,0,0
2770,EGY,Egypt,2020-02-21T00:00:00.000Z,0,1,0,0
2771,EGY,Egypt,2020-02-22T00:00:00.000Z,0,1,0,0
2772,EGY,Egypt,2020-02-23T00:00:00.000Z,0,1,0,0
2773,EGY,Egypt,2020-02-24T00:00:00.000Z,0,1,0,0
2774,EGY,Egypt,2020-02-25T00:00:00.000Z,0,1,0,0
2775,EGY,Egypt,2020-02-26T00:00:00.000Z,0,1,0,0
2776,EGY,Egypt,2020-02-27T00:00:00.000Z,0,1,0,0
2777,EGY,Egypt,2020-02-28T00:00:00.000Z,0,1,0,0
2778,EGY,Egypt,2020-02-29T00:00:00.000Z,0,1,0,0
2779,EGY,Egypt,2020-03-01T00:00:00.000Z,0,1,0,0
2780,EGY,Egypt,2020-03-02T00:00:00.000Z,1,2,0,0
2781,EGY,Egypt,2020-03-03T00:00:00.000Z,0,2,0,0
2782,EGY,Egypt,2020-03-04T00:00:00.000Z,0,2,0,0
2783,EGY,Egypt,2020-03-05T00:00:00.000Z,1,3,0,0
2784,EGY,Egypt,2020-03-06T00:00:00.000Z,0,3,0,0
2785,EGY,Egypt,2020-03-07T00:00:00.000Z,45,48,0,0
2786,EGY,Egypt,2020-03-08T00:00:00.000Z,1,49,1,1
2787,EGY,Egypt,2020-03-09T00:00:00.000Z,10,59,0,1
2788,EGY,Egypt,2020-03-10T00:00:00.000Z,0,59,0,1
2789,EGY,Egypt,2020-03-11T00:00:00.000Z,8,67,0,1
2790,EGY,Egypt,2020-03-12T00:00:00.000Z,0,67,0,1
2791,EGY,Egypt,2020-03-13T00:00:00.000Z,0,67,0,1
2792,EGY,Egypt,2020-03-14T00:00:00.000Z,26,93,1,2
2793,EGY,Egypt,2020-03-15T00:00:00.000Z,17,110,0,2
2794,EGY,Egypt,2020-03-16T00:00:00.000Z,16,126,0,2
2795,EGY,Egypt,2020-03-17T00:00:00.000Z,40,166,2,4
2796,EGY,Egypt,2020-03-18T00:00:00.000Z,30,196,2,6
2797,EGY,Egypt,2020-03-19T00:00:00.000Z,14,210,0,6
2798,EGY,Egypt,2020-03-20T00:00:00.000Z,46,256,1,7
2799,EGY,Egypt,2020-03-21T00:00:00.000Z,29,285,1,8
2800,EGY,Egypt,2020-03-22T00:00:00.000Z,9,294,2,10
2801,EGY,Egypt,2020-03-23T00:00:00.000Z,33,327,4,14
2802,EGY,Egypt,2020-03-24T00:00:00.000Z,39,366,5,19
2803,EGY,Egypt,2020-03-25T00:00:00.000Z,76,442,2,21
2804,EGY,Egypt,2020-03-26T00:00:00.000Z,14,456,0,21
2805,EGY,Egypt,2020-03-27T00:00:00.000Z,39,495,3,24
2806,EGY,Egypt,2020-03-28T00:00:00.000Z,41,536,6,30
2807,EGY,Egypt,2020-03-29T00:00:00.000Z,40,576,6,36
2808,EGY,Egypt,2020-03-30T00:00:00.000Z,33,609,4,40
2809,EGY,Egypt,2020-03-31T00:00:00.000Z,47,656,1,41
2810,EGY,Egypt,2020-04-01T00:00:00.000Z,54,710,5,46
2811,EGY,Egypt,2020-04-02T00:00:00.000Z,69,779,6,52
2812,EGY,Egypt,2020-04-03T00:00:00.000Z,86,865,6,58
2813,EGY,Egypt,2020-04-04T00:00:00.000Z,120,985,8,66
2814,EGY,Egypt,2020-04-05T00:00:00.000Z,85,1070,5,71
2815,EGY,Egypt,2020-04-06T00:00:00.000Z,103,1173,7,78
2816,EGY,Egypt,2020-04-07T00:00:00.000Z,149,1322,7,85
2817,EGY,Egypt,2020-04-08T00:00:00.000Z,128,1450,9,94
2818,EGY,Egypt,2020-04-09T00:00:00.000Z,110,1560,9,103
2819,EGY,Egypt,2020-04-10T00:00:00.000Z,139,1699,15,118
2820,EGY,Egypt,2020-04-11T00:00:00.000Z,95,1794,17,135
2821,EGY,Egypt,2020-04-12T00:00:00.000Z,145,1939,11,146
2822,EGY,Egypt,2020-04-13T00:00:00.000Z,126,2065,13,159
2823,EGY,Egypt,2020-04-14T00:00:00.000Z,125,2190,5,164
2824,EGY,Egypt,2020-04-15T00:00:00.000Z,160,2350,14,178
2825,EGY,Egypt,2020-04-16T00:00:00.000Z,155,2505,5,183
2826,EGY,Egypt,2020-04-17T00:00:00.000Z,168,2673,13,196
2827,EGY,Egypt,2020-04-18T00:00:00.000Z,171,2844,9,205
2828,EGY,Egypt,2020-04-19T00:00:00.000Z,188,3032,19,224
2829,EGY,Egypt,2020-04-20T00:00:00.000Z,112,3144,15,239
2830,EGY,Egypt,2020-04-21T00:00:00.000Z,189,3333,11,250
2831,EGY,Egypt,2020-04-22T00:00:00.000Z,157,3490,14,264
2832,EGY,Egypt,2020-04-23T00:00:00.000Z,0,3490,0,264
2833,SLV,El Salvador,2020-03-19T00:00:00.000Z,1,1,0,0
2834,SLV,El Salvador,2020-03-20T00:00:00.000Z,0,1,0,0
2835,SLV,El Salvador,2020-03-21T00:00:00.000Z,0,1,0,0
2836,SLV,El Salvador,2020-03-22T00:00:00.000Z,0,1,0,0
2837,SLV,El Salvador,2020-03-23T00:00:00.000Z,0,1,0,0
2838,SLV,El Salvador,2020-03-24T00:00:00.000Z,4,5,0,0
2839,SLV,El Salvador,2020-03-25T00:00:00.000Z,0,5,0,0
2840,SLV,El Salvador,2020-03-26T00:00:00.000Z,8,13,0,0
2841,SLV,El Salvador,2020-03-27T00:00:00.000Z,0,13,0,0
